,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,agegroup,hoursgroup,nativecountry,income
29165,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,20 - 29,50 - 59,United-States,<=50K
29166,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29167,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,30 - 39,50 - 59,United-States,<=50K
29168,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,20 - 29,20 - 29,United-States,<=50K
29169,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
29170,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
29171,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,30 - 39,40 - 49,United-States,<=50K
29173,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29174,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50 - 59,40 - 49,United-States,>50K
29175,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29176,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60 - 69,10 - 19,United-States,>50K
29177,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,20 - 29,50 - 59,United-States,<=50K
29178,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,20 - 29,20 - 29,United-States,<=50K
29179,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,60 - 69,United-States,>50K
29181,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
29182,Private,9th,5,Never-married,Other-service,Own-child,White,Male,10 - 19,10 - 19,United-States,<=50K
29183,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50 - 59,50 - 59,United-States,>50K
29184,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,0 - 9,United-States,<=50K
29185,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,30 - 39,40 - 49,Mexico,<=50K
29186,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29187,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,20 - 29,20 - 29,United-States,<=50K
29188,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50 - 59,40 - 49,United-States,<=50K
29189,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,20 - 29,50 - 59,Scotland,<=50K
29190,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29191,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40 - 49,70 - 79,United-States,>50K
29192,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,30 - 39,60 - 69,United-States,<=50K
29193,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,50 - 59,40 - 49,United-States,<=50K
29194,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
29195,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29196,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,30 - 39,50 - 59,United-States,>50K
29197,Private,11th,7,Never-married,Sales,Own-child,White,Female,10 - 19,30 - 39,United-States,<=50K
29198,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
29199,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29200,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,10 - 19,20 - 29,United-States,<=50K
29201,State-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
29202,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,20 - 29,30 - 39,United-States,<=50K
29203,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,30 - 39,50 - 59,United-States,>50K
29204,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,30 - 39,United-States,<=50K
29205,Federal-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
29206,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29207,Without-pay,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,60 - 69,10 - 19,Philippines,<=50K
29208,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,30 - 39,United-States,<=50K
29209,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,70 - 79,30 - 39,United-States,<=50K
29210,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40 - 49,50 - 59,United-States,<=50K
29211,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29212,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,50 - 59,0 - 9,United-States,<=50K
29213,Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,40 - 49,40 - 49,United-States,<=50K
29214,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,30 - 39,30 - 39,United-States,>50K
29215,Private,HS-grad,9,Separated,Sales,Unmarried,White,Female,50 - 59,30 - 39,United-States,<=50K
29216,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
29217,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29218,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
29219,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,30 - 39,United-States,>50K
29220,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
29221,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,60 - 69,30 - 39,United-States,>50K
29222,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40 - 49,50 - 59,United-States,<=50K
29223,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
29225,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29226,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20 - 29,30 - 39,United-States,<=50K
29227,Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Black,Female,20 - 29,30 - 39,United-States,<=50K
29228,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60 - 69,10 - 19,United-States,<=50K
29229,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,60 - 69,United-States,>50K
29230,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,60 - 69,United-States,>50K
29231,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,20 - 29,40 - 49,Ecuador,<=50K
29232,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,40 - 49,30 - 39,United-States,>50K
29233,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,20 - 29,40 - 49,United-States,<=50K
29234,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,30 - 39,90 - 99,United-States,>50K
29235,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,40 - 49,20 - 29,United-States,<=50K
29236,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29237,Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,20 - 29,30 - 39,United-States,<=50K
29238,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
29239,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29240,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,30 - 39,50 - 59,United-States,<=50K
29241,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40 - 49,10 - 19,Trinadad&Tobago,<=50K
29242,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,10 - 19,30 - 39,United-States,<=50K
29243,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,10 - 19,40 - 49,United-States,<=50K
29244,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,30 - 39,50 - 59,United-States,<=50K
29245,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,30 - 39,40 - 49,United-States,<=50K
29246,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29247,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29248,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
29249,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
29251,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,20 - 29,20 - 29,India,<=50K
29252,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,60 - 69,United-States,<=50K
29253,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,60 - 69,United-States,<=50K
29254,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,20 - 29,30 - 39,United-States,<=50K
29255,Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,50 - 59,30 - 39,Dominican-Republic,<=50K
29257,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,20 - 29,40 - 49,United-States,>50K
29258,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,50 - 59,40 - 49,United-States,<=50K
29259,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
29260,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
29261,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
29262,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,20 - 29,40 - 49,El-Salvador,<=50K
29263,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
29264,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,20 - 29,50 - 59,United-States,<=50K
29265,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Male,20 - 29,40 - 49,United-States,<=50K
29267,Self-emp-not-inc,10th,6,Divorced,Farming-fishing,Unmarried,White,Male,40 - 49,20 - 29,United-States,<=50K
29268,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
29269,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
29270,Private,10th,6,Never-married,Sales,Own-child,White,Female,10 - 19,0 - 9,United-States,<=50K
29271,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,70 - 79,United-States,<=50K
29272,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
29273,Self-emp-inc,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,30 - 39,United-States,<=50K
29274,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
29275,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20 - 29,50 - 59,United-States,<=50K
29276,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,20 - 29,United-States,<=50K
29277,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,20 - 29,United-States,<=50K
29278,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,20 - 29,20 - 29,United-States,<=50K
29279,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40 - 49,40 - 49,United-States,<=50K
29280,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
29281,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Male,30 - 39,40 - 49,United-States,<=50K
29282,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
29283,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29284,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
29285,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,50 - 59,50 - 59,United-States,<=50K
29286,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60 - 69,40 - 49,United-States,<=50K
29287,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29288,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,30 - 39,50 - 59,United-States,<=50K
29289,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,20 - 29,50 - 59,United-States,>50K
29290,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20 - 29,10 - 19,United-States,<=50K
29291,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29292,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,50 - 59,United-States,<=50K
29293,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,50 - 59,40 - 49,United-States,<=50K
29294,Self-emp-inc,12th,8,Widowed,Exec-managerial,Not-in-family,White,Female,50 - 59,40 - 49,United-States,<=50K
29295,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29297,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,20 - 29,60 - 69,United-States,<=50K
29298,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40 - 49,40 - 49,United-States,>50K
29299,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,60 - 69,40 - 49,United-States,<=50K
29300,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,90 - 99,United-States,<=50K
29301,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
29302,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
29303,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29304,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,20 - 29,50 - 59,United-States,>50K
29305,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
29306,Private,5th-6th,3,Separated,Sales,Unmarried,White,Female,40 - 49,40 - 49,Mexico,<=50K
29307,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
29308,Private,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,10 - 19,20 - 29,United-States,<=50K
29309,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,50 - 59,80 - 89,United-States,>50K
29310,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29311,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
29312,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,30 - 39,50 - 59,United-States,<=50K
29313,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30 - 39,30 - 39,United-States,<=50K
29314,Private,Some-college,10,Separated,Other-service,Not-in-family,White,Male,60 - 69,40 - 49,United-States,<=50K
29315,Local-gov,10th,6,Never-married,Other-service,Own-child,White,Female,10 - 19,20 - 29,United-States,<=50K
29316,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40 - 49,30 - 39,United-States,<=50K
29317,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,10 - 19,20 - 29,United-States,<=50K
29318,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
29319,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29320,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,20 - 29,20 - 29,United-States,<=50K
29321,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,10 - 19,40 - 49,United-States,<=50K
29322,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,20 - 29,40 - 49,South,<=50K
29323,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,60 - 69,40 - 49,United-States,>50K
29324,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,40 - 49,30 - 39,United-States,<=50K
29325,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Male,30 - 39,40 - 49,United-States,<=50K
29326,Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,50 - 59,40 - 49,United-States,<=50K
29328,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60 - 69,20 - 29,United-States,<=50K
29329,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30 - 39,60 - 69,United-States,<=50K
29330,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
29331,Local-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40 - 49,40 - 49,United-States,<=50K
29332,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,60 - 69,United-States,>50K
29333,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,20 - 29,40 - 49,United-States,<=50K
29334,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29335,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,60 - 69,United-States,<=50K
29336,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,30 - 39,40 - 49,United-States,<=50K
29337,Private,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
29338,State-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Male,40 - 49,30 - 39,United-States,<=50K
29340,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,30 - 39,40 - 49,Vietnam,<=50K
29341,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,60 - 69,40 - 49,United-States,<=50K
29342,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
29343,State-gov,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,20 - 29,50 - 59,United-States,<=50K
29344,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
29345,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
29346,Private,12th,8,Married-civ-spouse,Protective-serv,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29348,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29349,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,30 - 39,30 - 39,United-States,<=50K
29350,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,60 - 69,40 - 49,Mexico,>50K
29354,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,20 - 29,50 - 59,United-States,<=50K
29355,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
29356,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,60 - 69,40 - 49,United-States,>50K
29357,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,20 - 29,30 - 39,United-States,<=50K
29358,Private,Some-college,10,Widowed,Machine-op-inspct,Unmarried,Black,Female,30 - 39,40 - 49,United-States,<=50K
29359,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,30 - 39,40 - 49,United-States,<=50K
29360,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
29361,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,20 - 29,30 - 39,Canada,<=50K
29362,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,20 - 29,60 - 69,United-States,<=50K
29363,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
29364,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40 - 49,40 - 49,United-States,<=50K
29365,Federal-gov,Some-college,10,Never-married,Tech-support,Own-child,Black,Male,20 - 29,20 - 29,United-States,<=50K
29366,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40 - 49,40 - 49,Mexico,<=50K
29367,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40 - 49,40 - 49,United-States,<=50K
29369,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,30 - 39,20 - 29,United-States,<=50K
29370,Federal-gov,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,10 - 19,10 - 19,Philippines,<=50K
29371,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20 - 29,30 - 39,United-States,<=50K
29372,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29373,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,40 - 49,40 - 49,United-States,<=50K
29374,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40 - 49,40 - 49,United-States,<=50K
29375,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20 - 29,50 - 59,United-States,<=50K
29376,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,20 - 29,40 - 49,United-States,<=50K
29377,Federal-gov,Some-college,10,Never-married,Sales,Own-child,White,Female,10 - 19,30 - 39,United-States,<=50K
29378,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
29379,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40 - 49,40 - 49,Greece,<=50K
29380,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Female,30 - 39,30 - 39,United-States,<=50K
29381,Private,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,40 - 49,40 - 49,United-States,<=50K
29383,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,30 - 39,40 - 49,United-States,>50K
29386,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,40 - 49,40 - 49,United-States,<=50K
29387,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
29388,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40 - 49,50 - 59,United-States,<=50K
29389,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
29390,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,20 - 29,20 - 29,United-States,<=50K
29391,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29392,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29393,Private,10th,6,Divorced,Prof-specialty,Unmarried,White,Female,60 - 69,40 - 49,United-States,<=50K
29394,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,Black,Male,50 - 59,40 - 49,United-States,<=50K
29395,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,20 - 29,40 - 49,Mexico,<=50K
29396,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40 - 49,40 - 49,United-States,<=50K
29397,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,40 - 49,40 - 49,United-States,<=50K
29398,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,20 - 29,60 - 69,Ecuador,<=50K
29400,Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,30 - 39,40 - 49,United-States,<=50K
29402,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,20 - 29,40 - 49,Mexico,<=50K
29403,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
29404,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
29405,Private,5th-6th,3,Divorced,Priv-house-serv,Not-in-family,Black,Female,60 - 69,10 - 19,United-States,<=50K
29406,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,20 - 29,30 - 39,United-States,<=50K
29407,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
29408,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29409,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Male,20 - 29,40 - 49,United-States,<=50K
29410,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
29411,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29412,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
